id_restaurant,name,city,rating,num_of_reviews,category
0x808fa5284c949ea1:0xf056f32b72284df9,Coupa Cafe - Stanford Golf Course,Stanford,2.6,39,['Latin American restaurant']
0x808fb0bc385087ab:0x7cad45dddd877452,Chevys,Mountain View,0.7,28,['Mexican restaurant']
0x808fb5d679596e1b:0xf2a73c404718103f,Alams Taqueria,San Jose,3.6,21,['Mexican restaurant']
0x808fb5f01cd7d477:0x5bfd6bcbc43a35b3,TANTO Japanese Restaurant,Sunnyvale,2.2,610,"['Brazilian restaurant', 'Cuban restaurant']"
0x808fb670fb4cefb7:0xc6d63f9f0105d24a,Garcia's Taqueria,Sunnyvale,1.9,339,"['Mexican restaurant', 'Latin American restaurant']"
0x808fb73424bb10c1:0xfc94f39a08bddcb9,Taqueria La Bamba,Mountain View,1.8,15,['Mexican restaurant']
0x808fb73df5dbdad3:0x977decc5fec0afad,La Costeña,Mountain View,2.2,518,['Mexican restaurant']
0x808fb748255516c1:0xea5b42b2fd63544,Los Portales,Mountain View,2.3,263,['Mexican restaurant']
0x808fb7c7679535a5:0xe791beebdbc1969d,Dr. Burrito,Sunnyvale,1.0,22,['Mexican restaurant']
0x808fbafcbc82966f:0xa2298ca163017d67,Taqueria Azteca,Palo Alto,1.9,21,['Mexican restaurant']
0x808fbb30d63a9d53:0x6684f84f324362a9,Las michoacanitas,East Palo Alto,2.6,32,['Mexican restaurant']
0x808fbee21be4fb0f:0x24020a5bf19b3b0f,La Pinata Mexican Restaurant,Newark,1.2,33,['Mexican restaurant']
0x808fbf9c152b9ea3:0x6250251aa0a5bdee,Tacos El Compadre,Fremont,2.3,49,['Mexican restaurant']
0x808fbf9e7bfc1d6b:0xa5046adba36eb370,Los Gallos Taqueria,Newark,3.0,13,['Mexican restaurant']
0x808fc0cd81f5c2ab:0x4070bda6b5bcfd7d,Mi Pueblo Restaurant,Fremont,1.9,49,['Mexican restaurant']
0x808fc70351e372a3:0xb81456ffb52bd1e4,Guanatos Taco Truck,Fremont,2.3,54,['Mexican restaurant']
0x808fc7133ad22f63:0xfd07ceb4f2bbe952,Pancheros Mexican Grill,Fremont,1.6,21,['Mexican restaurant']
0x808fc9e896f1d559:0x8c0b57a8edd4fd5d,El Torito,Burbank,1.8,18,['Mexican restaurant']
0x808fca355a9688e3:0x4f24f1bb8dad7dd2,Taqueria El Taconazo,Santa Clara,1.7,38,"['Peruvian restaurant', 'Mexican restaurant']"
0x808fcafef932bc53:0xfcf5bb44fc3c8f5f,Viva Taqueria,Santa Clara,2.3,44,['Mexican restaurant']
0x808fcb474198fd29:0x8abf677f19b9240a,Mi Rinconcito Oaxaqueño,San Jose,2.1,25,['Mexican restaurant']
0x808fcc08e51b7fdb:0x3958fd06e340b4c4,Chipotle Mexican Grill,Anaheim,1.6,231,['Mexican restaurant']
0x808fcc8442fd7f71:0xbb53e80fdefc75b0,Carisoul BBQ,San Jose,2.7,22,['Caribbean restaurant']
0x808fcc88d71fd7c3:0x9d47c10c5d44ccf4,El Patio Mexican Birrieria,San Jose,1.7,66,['Mexican restaurant']
0x808fccaff3b636a5:0xd59889c7737cbe33,Grace Deli & Cafe,San Jose,2.5,28,['Mexican restaurant']
0x808fccbb6b40b411:0xc3c37d03e92ab5c7,Baja Fresh Mexican Grill,Firebaugh,1.5,22,['Mexican restaurant']
0x808fccbc7fd94e7b:0xec9f7d54bc5d16ce,Chacho's,San Jose,2.1,724,['Mexican restaurant']
0x808fcce1037c2c01:0x1a24a9103ea1bd90,Taqueria El Gallo Jr,San Jose,2.1,36,['Mexican restaurant']
0x808fcce7ddddb5cd:0xb9ee667cb45406ef,Linda's Mexican Restaurant,San Jose,2.4,109,['Mexican restaurant']
0x808fcd0199ca1edd:0x195e2a647a7b1b3e,Viva Mexico Paleteria y Antojitos Mexicanos,San Jose,2.2,20,['Mexican restaurant']
0x808fcd24584ccfb9:0x780d5a6619f05b9d,United Paleteria Y Neveria,San Jose,2.1,69,['Mexican restaurant']
0x808fcd323e97f4e1:0xf458d8952e577bec,Carnitas El Rincon,San Jose,2.2,55,"['Mexican restaurant', 'Latin American restaurant']"
0x808fcd42ac3744a9:0x99d778551dcfa348,El Jalapeño Restaurant,San Jose,1.8,135,['Mexican restaurant']
0x808fcd4fb9109125:0x2ca0914458c4a898,Taco Bell,Alameda,1.6,20,['Mexican restaurant']
0x808fcd5c118ec80f:0x9ee6c58b065c8004,Tacos El Pelon,East Los Angeles,2.1,36,['Mexican restaurant']
0x808fcd6e0dca329b:0x1d0d38bb66fd3174,Carnitas El Rincón,San Jose,2.3,74,"['Mexican restaurant', 'Latin American restaurant']"
0x808fcde2ed993429:0xd80864b96af27cdc,Con sabor a Mexico,San Jose,3.0,12,['Mexican restaurant']
0x808fcdeec26b0419:0xed1b174caadfa6d7,Jora Peruvian food,San Jose,3.0,24,"['Latin American restaurant', 'Peruvian restaurant']"
0x808fe772d3d15af7:0xb1e29b2bfd4f935a,Tino’s Tacos & More,Livermore,2.5,18,['Mexican restaurant']
0x808fe7795655b199:0x650b01c7b5371867,Miel de Agave Azul,Livermore,3.5,13,['Latin American restaurant']
0x808fe797ea63c11d:0x31695117a2cfcd22,Una Mas Mexican Grill,Livermore,1.5,11,['Mexican restaurant']
0x808fe986d7381851:0x805715cc4f3e818b,Baja Fresh Mexican Grill,Firebaugh,2.1,14,['Mexican restaurant']
0x808fe9a151cf5d25:0xac6e2ab56b3aa685,Taqueria Don Chepe,Pleasanton,2.2,150,['Mexican restaurant']
0x808fec5502b52a8d:0xe2ae7d8d40c1bb05,Taco Bell,Alameda,1.2,30,['Mexican restaurant']
0x808ff9d7711d6f8d:0x3679f8f37f50e45,Taquiza Limon 2,Brentwood,2.5,12,['Mexican restaurant']
0x809009d22f6669cd:0xec36c04af5e9d2ea,Tacos Catrina,Stockton,2.2,70,['Mexican restaurant']
0x80900c67de1f9f1f:0x291ab6055c947633,"Tonantzin ""Taco Goddess""",Stockton,3.9,15,['Mexican restaurant']
0x80900cb8a224e485:0xe4dce1236fff2657,Morada Neveria Y Paleteria,Stockton,2.3,144,['Mexican restaurant']
0x80900d13fbceb531:0xdcabb2782b82b2a8,Taqueria el azteca,Stockton,2.1,62,['Mexican restaurant']
0x80900d572072c755:0xc581b4492b82442f,Tierra Caliente Restaurant,Stockton,1.8,33,['Mexican restaurant']
0x80900d70001edea9:0x829a1540eefd7aad,Susy’s Méxican Food,Stockton,2.4,499,['Mexican restaurant']
0x80900d8e58ceb2cf:0x10a3c22da1d743bd,Casa Flores Restaurant Authentic Mexican,Stockton,2.4,188,['Mexican restaurant']
0x80900dd74a6e04e1:0x13d338b9f074688b,Fondita Elisa,Stockton,2.6,18,['Mexican restaurant']
0x80900dea1b50ee2d:0x70ca03fc59d925c3,Los Adobes Taqueria,Stockton,2.2,35,"['Mexican restaurant', 'Latin American restaurant']"
0x80901297b443a5d1:0x93fca881d1d9a78,Taqueria Dos Hermanos,Stockton,1.9,59,"['Mexican restaurant', 'Latin American restaurant']"
0x809012c6c4e33e3b:0xe14dd059e4c0a226,Mendoza’s Tacos (FoodTruck),Stockton,2.2,14,['Mexican restaurant']
0x809012ed6090fae1:0x2026022a4c0db08e,Campesino Cafe,Stockton,1.8,40,['Mexican restaurant']
0x809012ed6090fae1:0xfe1a507d831a0d98,Acapulco Gardens Mexican Food,Stockton,2.4,68,"['Mexican restaurant', 'Latin American restaurant']"
0x809013354f3a609d:0x3852d407af4a0c87,Mariscos Chinola,Stockton,2.5,10,['Mexican restaurant']
0x80903d3d6fb34bc7:0x1db37f930e80454f,Taqueria Los Altos,Anaheim,2.1,93,['Mexican restaurant']
0x80903d4b73527a33:0x98a668f571c78543,Mariscos Los Altos,Tracy,2.3,47,['Mexican restaurant']
0x8090404d79021097:0x477c60a052f2e79,San Marcos Mexican Food,Manteca,2.3,51,['Mexican restaurant']
0x809041cb4cf9d399:0xa58e8bd007f9b04,Taqueria La Estrella,Manteca,1.9,526,['Mexican restaurant']
0x80905049a5af8935:0xa39e961061309c87,El Favorito Taqueria,El Dorado Hills,1.8,52,['Mexican restaurant']
0x8090504ec98781ad:0x776a16d2dc8e386c,Chili's,Modesto,2.1,789,['Mexican restaurant']
0x809051517c43fb55:0xa5955c2c80e815a5,Olas Mexicali Grill,Modesto,2.3,44,['Mexican restaurant']
0x80905153de55df35:0x306f0af5c85d6651,La Parrilla Mexican Restaurant & Bar,Modesto,2.3,457,['Mexican restaurant']
0x809051684246faad:0x1157eb2062e6628c,Los Arcos Mexican Restaurant,Modesto,2.6,16,['Mexican restaurant']
0x809053640538084f:0xc7c773e9288bcf75,Tamales Coral,Modesto,2.8,14,['Mexican restaurant']
0x80905366c9b34421:0xc2f925cc339e8082,Guadalajara Market,Modesto,2.2,50,['Mexican restaurant']
0x80905366d7309b71:0x311c56ed4c7dec02,Marthas Tamales ( Traila Truck ),Modesto,2.8,11,['Mexican restaurant']
0x80905367282b4a29:0x137e4941cbab72c7,Chitos Birerria,Modesto,1.8,56,['Mexican restaurant']
0x8090537b5825c955:0x16569c60aac40eaa,La guacamaya taco truck,Modesto,2.6,29,['Mexican restaurant']
0x8090537b59e0babb:0x151c7fdd817b6825,Jessica's Tacos,Modesto,1.5,39,['Mexican restaurant']
0x809053c04480f0a1:0x5c5eb0d40f4715cf,Taqueria Valparaiso,Modesto,2.7,28,['Mexican restaurant']
0x80905497d8910d17:0x1b60c1cb93fbb5e5,Taco Bell,Alameda,1.5,474,['Mexican restaurant']
0x809054b4693be2cd:0x6642eee81290cb23,La Casa Del Clamato,Ceres,2.3,54,['Mexican restaurant']
0x809054bee4f0ff45:0x7a4d72a9c2f53a35,El Palenque,Modesto,0.5,10,"['Latin American restaurant', 'Mexican restaurant']"
0x809057143020fe09:0x82ddec9d60efcf2d,Don Fili's Grill,Riverbank,2.4,23,['Mexican restaurant']
0x80905739b877924d:0x70ecc9e4b68c2dd3,TAQUERIA CAROLINA # 3,Modesto,2.1,90,['Mexican restaurant']
0x80905b7ebb4c2dad:0xd5cd2b9e4c16b150,Taco Movil,Escalon,2.2,27,['Mexican restaurant']
0x80906c8e5a97c25f:0xdc73390927fcfc19,La Cabaña Mexican Grill,Stockton,2.2,26,"['Latin American restaurant', 'Mexican restaurant']"
0x80906df850f27019:0x804745c1229cf2de,El Comal Taco truck(The Grill On Wheels),Stockton,2.4,13,['Mexican restaurant']
0x809095c117f8247d:0x34cf95ac808875d5,Taco Bell,Alameda,1.4,292,['Mexican restaurant']
0x80909b6b8a598ed1:0xd5fd5628da83d6b,El Mezcal Mexican Restaurant,San Andreas,2.6,219,['Mexican restaurant']
0x8090ebee467f4bcf:0x378c2a4dc405b9e6,Mexico Lindo,Copperopolis,2.5,47,['Mexican restaurant']
0x8090f9c8cad0c767:0xa24537078c2a5d34,Tacos Del Sol,Oakdale,2.1,41,['Mexican restaurant']
0x80910044034c5237:0xe7a4985de210232f,Taqueria Durango,Fairfield,2.2,13,['Mexican restaurant']
0x8091062b6ae7242b:0xcdd7c8573ff431,Javi's Tacos,Turlock,2.4,84,['Mexican restaurant']
0x80910634b01b4ec7:0xb38c3f7102388ecc,Taco Truck REY de REYES,Turlock,2.4,50,['Mexican restaurant']
0x80910649fdedfb7d:0x287769f37b2a4552,Tacos Mexico,Bell,2.2,65,['Mexican restaurant']
0x8091064bf81eaaab:0xcaa8b39b3150f04a,El Jardin,Turlock,2.5,266,['Mexican restaurant']
0x80910745ceabd739:0xa8b3f989a2a6801f,Salt & Pepper Taqueria and Catering,Turlock,2.8,23,['Mexican restaurant']
0x809107c49e4a22e9:0x61831f70fb536137,Taqueria Hidalgo,Turlock,1.8,31,['Mexican restaurant']
0x8091088012a17041:0xc5fa36b4862a47c7,Tacos El Hidalguense,Turlock,1.9,37,['Mexican restaurant']
0x80910d761212609b:0x4e3808152b6703eb,Hugo's Mexican Grill,Livingston,2.8,10,['Mexican restaurant']
0x80910e94501078d9:0x54751e8eba8aff3e,La Michoacana Bakery & Taco Shop,Delhi,2.2,87,['Mexican restaurant']
0x809142f8c1f593e5:0x1d40adfdc9c792bd,Fina Estampa,Merced,2.0,21,['Mexican restaurant']
0x80914303b54035b5:0x817200f97112c396,Tequila Restaurant,Merced,1.8,38,['Mexican restaurant']
0x809143ec98e99131:0x2223a6f9215faa87,La cruda (tacos y mariscos),Merced,2.8,20,['Mexican restaurant']
0x809143ed0080cb07:0xb52d4b80033f3a60,Chiquitas Mexican American Resturant,Merced,3.3,12,['Mexican restaurant']
0x809143f4f3b4fc9d:0xc9435dc63c6dcee6,Mariscos Archibaldo,Merced,1.9,21,['Mexican restaurant']
0x809169e2a9dcc1fd:0x29c26777efc29041,Taqueria Los Girasoles,Merced,2.0,10,"['Mexican restaurant', 'Latin American restaurant']"
0x80916b12d74c00bb:0x8f291a879d9f4447,Isabella's Bar & Grill,Atwater,2.6,519,['Mexican restaurant']
0x80917ee02e1f1f3b:0xb26515c5c91119d4,Cecilia's Mexican Restaurant,Los Banos,2.6,12,['Mexican restaurant']
0x8091a3a4a1d50bdb:0x6030ec8ec5abd5e1,Taco Bell,Alameda,1.7,48,['Mexican restaurant']
0x8091a3afde1963a7:0xe81ae83e0d1056eb,El Campestre Dos Restaurant,Newman,2.1,127,"['Mexican restaurant', 'Latin American restaurant']"
0x8091aca23cf2551f:0x6c449883264ae157,Rancho Fresco Mexican Grill,Modesto,2.9,14,['Mexican restaurant']
0x8091b3404d3be285:0xb78b5283c0ab609e,El Grullense Jal,Hollister,1.8,12,['Mexican restaurant']
0x8091b3d53e15ae31:0xaff9f268f7b329ba,Taqueria El Mexicano,Patterson,2.3,31,['Mexican restaurant']
0x8091e3a2bf666299:0xadff2e09298243e7,Taco Elgrullense,Gilroy,1.9,11,['Mexican restaurant']
0x8091f62b7d2663cf:0x8b8f50249049038b,El Epazote Restaurant,Hollister,2.3,39,['Mexican restaurant']
0x8091f7d24ce1f4b9:0x443b809b1a5eed40,R Mexican Food,Hollister,2.2,21,['Mexican restaurant']
0x8091f7d2ef509c7f:0xd40eba0fd0dc381e,El Grullense Jal,Hollister,2.1,51,['Mexican restaurant']
0x8092073c56c426c1:0xcb0ce8a74c4c246e,Taqueria 2 Gallos De Oro,Salinas,2.1,68,['Mexican restaurant']
0x8092073cf042bb8b:0xf5821a908082a085,Saltillo Tortilleria,Salinas,2.1,72,['Mexican restaurant']
0x80920741f4363a37:0x9be6c166b1b7119c,Taqueria El Flamazo,Salinas,1.6,48,['Mexican restaurant']
0x8092077d6f3732c9:0x4ff7c7713117d69d,Taqueria Mi Ranchito,Salinas,1.6,48,['Mexican restaurant']
0x80920782513ce581:0xbf54e0e468cbd639,Tacos Pacheco Taqueria,Salinas,2.5,29,['Mexican restaurant']
0x80921db98f50b3cb:0xc7a28fe7923fc81,3 Queens Carnitas,Hollister,2.8,17,['Mexican restaurant']
0x809269c818799203:0xdbcdaf3c232d42d2,Tacos El Jalisciense,Soledad,2.9,15,['Mexican restaurant']
0x80926d5f3caaafc5:0xdc8027966c177f16,Mi Lindo San Juan,Gonzales,2.5,32,['Mexican restaurant']
0x8092f0d7e2dd1d31:0x9e597f51d8aaffd,Lorena's Taqueria,King City,1.9,49,"['Mexican restaurant', 'Latin American restaurant']"
0x8092f0d830117999:0xcd4963dc45546059,Eve's Enchiladas,King City,2.1,38,['Mexican restaurant']
0x8092f1287812a0c3:0xa81b3de0edc459f7,Huarache King,King City,2.2,35,['Mexican restaurant']
0x809343654d8fa829:0x78be7ed2ecdf6d2b,Tacos Y Mariscos Sergio Taqueria,Coalinga,2.2,14,['Mexican restaurant']
0x809343e2d440724f:0x911045151c88f5ed,Taqueria Gonzalez,Coalinga,3.0,14,['Mexican restaurant']
0x8093922bb0996fd9:0xfe3c7813de0dbc45,Cecilia's Restaurant,Mendota,2.4,28,['Mexican restaurant']
0x8093bb2e3f0ab6e3:0x12f8c459f7a5c36b,Taco Bell,Alameda,1.3,10,['Mexican restaurant']
0x8093bbe224d2012f:0x4c002774e2807e11,Baja Fresh Mexican Grill,Firebaugh,1.1,15,['Mexican restaurant']
0x8093c4489fe67a25:0x31e3414556b0892b,EL PRIMO TACO TRUCK,Firebaugh,2.6,26,['Mexican restaurant']
0x8093dbfb78961e15:0x4b814dbc4fe00098,Las Muchitas Pupuseria & Restaurant,Dos Palos,2.0,60,['Mexican restaurant']
0x8093dbfbb93703b3:0x24b1ef50396d9a13,El Tarasco Bravo,Dos Palos,2.4,87,['Mexican restaurant']
0x8093e1ae526bd80f:0xad8988e6b9d8fbc5,Red Top Cafe & Restaurant,Chowchilla,2.0,10,['Mexican restaurant']
0x809409eeb878f08d:0x15ff7040bc133738,Taco's and Beer's,Madera,2.1,18,['Mexican restaurant']
0x80940c05458b002f:0xea57165f117073fd,Taqueria El Ramy,Madera,2.0,16,['Mexican restaurant']
0x80940c618cb0de01:0x259293464c4ec5d2,Sunrise Food Market & Liquor,Madera,1.3,22,['Mexican restaurant']
0x80940c62dc40eb2b:0x3ab294efef148765,Panchitos Mexican Food,Madera,2.8,31,['Mexican restaurant']
0x80940c74d8f898cb:0x169a544c228de42,Sazón Zapoteca Restaurant,Madera,1.9,38,['Mexican restaurant']
0x80940c74f76d567b:0x2ffe5c3548f32d64,Taqueria Guerrero,Madera,1.8,63,"['Mexican restaurant', 'Latin American restaurant']"
0x80940c769cc6c413:0x8f515b0abed776c8,Chavinda Taqueria,Madera,2.0,77,"['Mexican restaurant', 'Latin American restaurant']"
0x80940c7b5c4f59d1:0x4604e67240b77a15,Moreno Taco Shop,Madera,1.9,102,['Mexican restaurant']
0x80940c88d6daac5f:0xf1e3cd995ef136fc,bestrouter,Madera,1.6,50,['Mexican restaurant']
0x80940d5a31d2e797:0xed15ab4671cd0ce,Closed,Madera,3.6,10,['Mexican restaurant']
0x80940dfd07ca2fcf:0x648bd1042f4bebef,Taqueria y Carniceria San Miguel,Madera,2.3,16,['Mexican restaurant']
0x8094429f914da6c7:0x8021307cf57a3b4,Cafe Rio Mexican Grill,Fresno,2.5,374,['Mexican restaurant']
0x80945c7008430409:0xe5de7b4615322d26,Casa Maria,Clovis,2.6,338,['Mexican restaurant']
0x80945c70b486bf27:0x331f6053096ff9cb,El Pollo Loco,Burbank,1.8,493,['Mexican restaurant']
0x80945c7aa510d177:0x82d8e80cf3b565c7,El Quetzal Restaurant,Clovis,2.5,16,"['Mexican restaurant', 'Latin American restaurant']"
0x80945d90b36367a9:0x6e887dc73acba240,Mariscos El Pescador,Fresno,1.9,19,['Mexican restaurant']
0x80945dd39cf470b3:0x38074033534b1689,Viva Be Bowl'D,Fresno,2.4,12,['Mexican restaurant']
0x80945dd80156543b:0x5da9813cede7a1e5,Carnitas Taqueria Nueva Italia,Fresno,2.7,12,['Mexican restaurant']
0x80945ddc801cd967:0xfb994ecdeedc7d80,Mariscos del Rey,Fresno,2.7,19,['Mexican restaurant']
0x80945de1ad166fe1:0x79e51b2c6cdabeeb,559 Taqueria,Clovis,1.7,21,['Mexican restaurant']
0x80945e202e0dea97:0x2df1d5a4b13492de,Lily's Cafe,Fresno,2.4,117,['Mexican restaurant']
0x80945e4a29e56f2f:0xf61f6f0d611ec973,Carrillo's Restaurant Taqueria,Fresno,2.3,15,['Mexican restaurant']
0x80945e5cd410679f:0xfe998d0dc4bff8ec,Taqueria Diego,Fresno,2.4,21,['Mexican restaurant']
0x80945e6ce39fe88d:0x9eaeb1a1b155ddcc,Tacos Duran-Go,Fresno,2.4,26,['Mexican restaurant']
0x80945f0a22bd318b:0x54ba1305d194a661,El Super Taco-N-More (Taco Truck),Fresno,2.6,11,['Mexican restaurant']
0x80945f23ca8e1667:0xf7bfff02a6e4f3bb,Golden Tamale,Fresno,2.6,15,['Mexican restaurant']
0x80945f401600bb5d:0x9c72fd281e41f089,Ponce's Tacos,Fresno,1.9,42,['Mexican restaurant']
0x80945f456342b037:0xd7fc352c05540127,Tacos El Gordo,Fresno,2.1,56,['Mexican restaurant']
0x80945f9be2c7c4df:0x456ae5b799623ac0,Lalo's Taqueria,Fresno,2.7,12,['Mexican restaurant']
0x80945f9d6678e22d:0x712bb31f177473e5,Taco Bell,Alameda,1.7,21,['Mexican restaurant']
0x80945fa2ade174a7:0xd58cec3a644a3aa6,Taco's Bruno's,Fresno,2.5,32,['Mexican restaurant']
0x80945fbadb820f59:0xa48b680fefa41f97,2 Amigos Taco Truck,Fresno,2.4,57,['Mexican restaurant']
0x80946093a95bf433:0xc926fa562cd2f9d7,La Carreta Mexican Restaurant,Fresno,1.8,26,['Mexican restaurant']
0x8094609f721ace5f:0x3a6433cb9d16456c,La Cocina De Mama,Fresno,2.4,33,"['Mexican restaurant', 'Latin American restaurant']"
0x8094609fc9686051:0x4b12720120ff8822,Tutis Fruties ice cream parlor,Fresno,1.7,10,['Mexican restaurant']
0x809460a980bdc277:0x47007ebd4cab8104,Ornela's,Fresno,1.9,14,['Mexican restaurant']
0x80946603138d47df:0x401032149c781297,Arsenios Mexican Food,Fresno,2.0,59,['Mexican restaurant']
0x809466da7f6c1e29:0x99dba953522fb52a,La Kebrada Restaurant,Fresno,2.5,61,['Mexican restaurant']
0x809466e02c3ff6d1:0x62d60720dccfa7d6,Chuys Tacos Y Taquisas,Fresno,2.2,49,['Mexican restaurant']
0x809466f0e390c15d:0x23f4779735b28fef,El Taquin Mendoza,Fresno,2.3,35,['Mexican restaurant']
0x809466fb21cfb93f:0x4f4a3bef176850d6,"Tacos Josefina, Jose's Taco Shop",Fresno,2.3,77,['Mexican restaurant']
0x809467043cfa351d:0x4139b50ee9eba914,Las Palmas,Fresno,1.9,12,['Mexican restaurant']
0x809467379e063e1f:0xc2046b788155a11f,Papi Tio's Tacos,Fresno,2.5,32,['Mexican restaurant']
0x809467747859a341:0xec1ba093c6341d2f,Carrillo's Mexican Food Inc.,Fresno,2.3,12,['Mexican restaurant']
0x8094678796e9d813:0xc929d00157e87a37,Fasika Ethiopian Restaurant,Fresno,3.1,220,['Brazilian restaurant']
0x80946798fea1b1a1:0x7d5964af61e3bd07,Pico De Gallo Mexican Food,Fresno,2.6,79,['Mexican restaurant']
0x809467d6b00dc575:0xb0a71a5cc5802501,Raspados California,Fresno,2.7,11,['Mexican restaurant']
0x809467e6d96b758f:0x6223b7df070e0610,DON SALSA'S TAQUERIA,Fresno,2.6,50,['Mexican restaurant']
0x809467f8609b2035:0x8d85ac42a5017ad9,Taqueria Los Compadres,Fresno,2.3,54,['Mexican restaurant']
0x80946801c9424d5f:0x799072eba436ad24,Taco Bell,Alameda,1.4,475,['Mexican restaurant']
0x8094681dd77e0017:0xffad791ebcbd575f,Limón Peruvian Cuisine,Fresno,2.5,31,"['Peruvian restaurant', 'Latin American restaurant']"
0x80946f1b5cc201cb:0xddc59f4490a0da2,Taco Bell,Alameda,1.3,59,['Mexican restaurant']
0x80946f716119e997:0xe58f5a5efe7fb81e,TACOS CALIFORNIA,Fresno,2.6,20,['Mexican restaurant']
0x80947a23e95d8de1:0x657d543c4ec33df2,Mexican Imports,Kerman,1.6,24,['Mexican restaurant']
0x80949cd23c3031b9:0xb9183021f745d34e,El Rancho Mexican Restaurant,Five Points,3.0,16,['Mexican restaurant']
0x8094a12d187c9707:0x782388d94f6d5aab,La Esquinita Mi Pueblo,Huron,2.1,59,['Mexican restaurant']
0x8094aa43a3b96a2f:0x9c56a8960cd20d41,El Frijolitos Restaurant,Avenal,1.8,60,['Mexican restaurant']
0x8094aa45e84d08ad:0x19e794ca48693254,Restaurante La Carreta,Avenal,2.2,23,['Mexican restaurant']
0x8094c7db10e1ddd9:0xa2341df7fced258b,Compadres Estilo Tijuana,Lemoore,2.5,36,['Mexican restaurant']
0x8094e2b0a060cb51:0xf4933f5664b28121,Mariscos el Tarasco,Reedley,2.1,47,['Mexican restaurant']
0x8094e2ba4e4b613f:0xbf1e7f1c4bd33768,Tacos Mariscos Tijuana,Reedley,1.6,81,['Mexican restaurant']
0x8094e431bf1020b3:0xadd09fd7c188d74f,Jimenez Taco Shop,Kingsburg,2.5,38,['Mexican restaurant']
0x8094f005cbe75413:0xb70bffccb18741ea,La Poblanita Kitchen,Selma,1.9,32,['Mexican restaurant']
0x8094f0177b53a48f:0x1ec8610b98aa661e,Alfonso's Carniceria y Taqueria,Selma,2.0,58,['Mexican restaurant']
0x8094f4ac10755adf:0x85c9ee4d50797a88,El Mexicano Taqueria,Fresno,2.0,16,['Mexican restaurant']
0x8094f9a082aa5dcf:0xc422d341e29e3428,El Super Antojito,Sanger,2.1,38,['Mexican restaurant']
0x8094fae1a3db238f:0x678fb67e7c174fd4,Taco Stand,Parlier,1.9,26,['Mexican restaurant']
0x8094fb1a2491dd0b:0x7deb606f116b414,Yolis Snacks,Parlier,2.3,48,['Mexican restaurant']
0x8094fb1d20743c99:0x5447cf409001c08f,Taqueria Zihuatanejo 2,Parlier,2.5,41,['Mexican restaurant']
0x8094fb4460f077b9:0xf2e7e8890567bc69,Arteaga Mexican Restaurant,Parlier,2.0,55,['Mexican restaurant']
0x8094fb6a193c7ee5:0xb1a9e8a2a53c68ca,Mi Casita Mexican Restaurant,Parlier,2.1,47,"['Mexican restaurant', 'Latin American restaurant']"
0x8094fb6a60ebef27:0xd3cc5f4ad6683d0e,Supertacos Taqueria,Parlier,1.9,37,['Mexican restaurant']
0x80951903adac52fd:0xa799831994edc7fa,Taqueria Santa Fe,Orosi,2.4,155,"['Mexican restaurant', 'Latin American restaurant']"
0x809519051cc2bbdb:0xd8c0e580765882cb,El Cesar,Orosi,2.3,40,"['Mexican restaurant', 'Latin American restaurant']"
0x80951910ac05c7e3:0xc7feca9d88422b77,The Best Salsa,Orosi,2.6,37,['Mexican restaurant']
0x80951e717269de8b:0x492d9218ef44e7d2,Juanito's Express,Dinuba,2.4,52,['Mexican restaurant']
0x80951e71f62892b9:0xe2a600f2d2edd2f5,Paleteria Penjamo,Dinuba,2.6,30,['Mexican restaurant']
0x80951f0e6c001121:0xe6f05ea8483bc5f9,California Tacos,Dinuba,1.9,21,['Mexican restaurant']
0x8095254f15832c67:0x7827be400037dc7b,Lupita's Tacos,Visalia,2.6,63,['Mexican restaurant']
0x809525dcaa3507e1:0x7cfc540e51e4f0c5,Super Taco,Montclair,2.3,556,['Mexican restaurant']
0x80952b8067feba6b:0x8c301c33204f79a9,Taqueria Sin Frontera,Tulare,2.8,25,['Mexican restaurant']
0x80952b9f23042641:0x712bc1cf15f5677c,Mikey V's,Tulare,2.4,23,['Mexican restaurant']
0x80952bf365fea465:0x21b1d90e35b883e4,Amigos,Tulare,2.1,17,['Mexican restaurant']
0x80952f0abbff8117:0x62cee3f1abf15fcd,El San Marcos Mexican Restaurant,Visalia,2.5,24,['Mexican restaurant']
0x80952f156741785d:0x59d16da8e8a22d3,MIA'S Tacos,Visalia,2.4,14,['Mexican restaurant']
0x80952f530e152403:0x7b0cd937ed16a6a8,Chikali Mariscos Y Tacos,Visalia,2.7,20,['Mexican restaurant']
0x80952f7abd4cddc5:0xb643fa0d3d25d7e5,Doc's Drive In,Visalia,2.3,201,['Mexican restaurant']
0x8095311cef58972d:0x7eca73a986dfe1dc,Taqueria Michoacana,Farmersville,2.4,28,['Mexican restaurant']
0x809531bfe0fe2355:0xb7b027d0624eaadb,Marisqueria & Taqueria Don Chava,Farmersville,2.2,59,['Mexican restaurant']
0x809531d396f5b543:0xd1588cf6cbecd091,Tony's Tacos,Visalia,2.5,69,['Mexican restaurant']
0x809533fc2f627dab:0x7284b78743d6dddf,El Nuevo Tlaquepaque,Exeter,2.4,90,['Mexican restaurant']
0x8095b78409af1c67:0x5fab07f34398b1bf,Ositos Mexican Pub,Shaver Lake,3.6,13,['Mexican restaurant']
